feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,target
solar,1992-04-16,2004-04-04,12.29084755132902,destination,-9,459,runway,-19685,36.529679004770706,2010-06-05,32.46098624944547,0
gas,1982-07-07,2016-04-06,14.36588956376376,adventure,0,132,clothing,9763,49.34853917201948,1985-07-08,53.09583779145886,1
resource,2010-07-07,1994-10-09,37.138039580738955,travel,6,487,industry,-36662,25.163241892271646,1995-06-27,33.04602398223368,0
production,1981-09-10,1987-01-03,39.5746561195791,agency,29,-99,apparel,38328,40.617261394157524,2003-10-07,65.8172435804705,1
oil,2009-04-25,2020-07-11,42.02306605952995,trip,7,160,week,-25158,10.99021614206879,2019-11-18,11.176961687204756,0
gas,1998-02-24,1982-04-17,37.149519498502585,traveler,-2,-73,runway,10200,11.898550597116508,1983-12-09,6.35649940966282,0
wind,1989-08-17,2011-05-28,14.440023685375076,package,27,438,industry,-15479,31.936383290274037,2007-07-14,54.099239589298826,1
industry,2011-08-20,1991-06-09,43.74850133677032,travel,-5,-8,model,-19914,5.324786270752088,2016-03-02,14.566061980078285,0
energy,1980-11-04,2022-11-01,1.2627704689323904,guide,17,313,apparel,-28034,41.62619077753261,1999-03-16,57.79250971871326,1
grid,2002-05-28,2005-01-01,8.3486257671035,traveler,7,-29,design,-46059,9.783915782935493,2019-09-05,29.364288923343725,0
fuel,2022-01-08,2007-04-20,36.3272971047938,adventure,2,490,runway,-16937,4.504589795126183,2001-11-26,55.75667264916457,1
power,1985-01-25,1984-08-25,20.16546479423059,explore,10,248,collection,46189,9.243860853542666,2009-04-28,35.71899031270486,0
gas,1982-06-21,2005-03-11,14.491060964544541,destination,0,367,collection,37330,8.71755905243337,2003-06-20,26.354218006748415,0
generation,1981-01-03,2017-10-13,20.885898794065692,agency,12,479,week,42033,1.9714411299295262,1996-04-24,46.99374894745153,0
solar,2007-09-22,2002-08-11,2.702702280464787,industry,-4,472,model,-40238,31.60050592749569,2009-05-01,20.40913799166123,0
nuclear,2015-01-09,2008-12-20,10.69761951039493,experience,8,490,apparel,29066,46.026145102423875,2015-10-14,64.0017520361063,1
energy,2012-10-19,2003-06-12,4.516944445220791,trip,10,93,industry,15503,12.732360597604906,1992-07-02,67.7664904847494,1
renewable,2013-10-26,1984-11-23,6.074568647049562,trip,22,196,design,18307,11.163432847985924,2010-08-28,63.3240905731723,1
oil,2013-12-18,2000-01-14,32.211393433711365,ticket,-1,271,model,46678,45.14422922259918,2013-06-13,5.510015693721494,0
resource,1997-04-16,2012-09-14,20.041607764388438,trip,-9,7,design,-38825,21.29404538196901,2011-07-19,48.44234462391971,0
fuel,1984-12-12,2020-02-08,24.452394785157402,industry,19,279,collection,23766,20.252491831423733,2013-05-16,59.19762748291133,1
solar,2020-09-09,2000-01-17,34.52826279044054,journey,2,-35,style,-18633,49.273321036898615,2016-04-06,40.42752493616876,1
solar,1991-09-17,2023-05-01,26.36044521185578,holiday,28,319,brand,-18470,18.643888217874924,2019-11-09,53.399912992480346,1
power,2003-09-17,2014-07-20,31.2138374012959,destination,11,281,industry,21333,8.846829780419109,2017-01-17,46.6546357537893,0
coal,2017-03-24,1983-06-06,26.447625774134057,ticket,10,51,design,-10087,12.38659980825274,1981-07-24,47.26804800351622,1
facility,1995-11-18,2015-09-03,41.89955295726867,holiday,26,410,couture,6338,21.277562194350146,2012-11-02,56.826750929673025,1
solar,2009-10-19,2021-01-10,38.457102884590114,guide,-6,474,collection,-13036,47.38337568344728,1998-08-21,2.321470851492787,0
nuclear,2009-02-12,2011-11-16,1.920329845710009,package,10,241,brand,48751,12.157824550283152,1981-12-08,59.06502446219892,1
energy,2000-09-26,2001-04-28,35.505550857510116,holiday,12,-68,industry,-427,35.654291635455735,1990-02-24,25.60783126415981,0
oil,2015-11-26,2005-03-27,45.80834839930737,booking,7,179,collection,-11419,20.898125794319053,2002-05-25,25.56966647940629,0
oil,1992-05-22,2009-09-27,8.657206759493214,destination,12,159,industry,-37827,28.23596364597082,2005-01-12,11.063224789631887,0
electricity,1998-07-16,1986-05-04,17.844427105854134,guide,1,109,show,-12066,14.226161799442558,2021-12-20,12.036522414330678,0
energy,1989-05-25,1992-09-12,35.008787214804315,destination,22,-46,designer,42314,37.655590871482985,1989-05-13,68.47655979296451,1
fuel,2009-05-15,2005-03-06,16.942995635218253,tourism,4,236,industry,6112,9.880749906198238,1987-03-23,8.540978406729588,0
energy,2012-09-13,1999-05-23,1.1666920938103633,trip,8,-95,model,13153,35.891524492394744,2002-09-27,17.25304033242777,0
efficiency,1995-09-28,1998-09-13,22.74852977779075,trip,2,423,week,23815,1.3984661618945193,1990-11-10,44.027898533361956,0
renewable,2001-08-10,1990-08-06,9.996843591251812,experience,22,208,designer,-16966,33.815726278086686,2006-11-14,65.89185251434756,1
solar,2006-01-11,2005-01-09,39.58623906689519,agency,-4,-15,runway,41242,16.941050583485072,2001-10-22,42.98615046317147,0
solar,2007-04-13,1984-01-15,49.54065313625497,journey,-8,-48,show,-18085,10.796880853733208,2018-07-04,34.46582766029155,0
renewable,2007-03-16,1996-07-06,38.19938222859381,booking,10,371,industry,-6312,45.75399685505078,2015-08-14,26.322334329754334,0
solar,2004-09-03,2023-10-26,39.50016361067519,industry,18,398,fashion,14151,46.078337107660325,2014-11-22,55.148209840540204,1
solar,2014-07-24,2014-05-24,34.863576972937416,travel,-3,456,collection,41611,14.432868939066047,2005-09-19,18.01768609692999,0
facility,2014-11-13,2023-02-24,30.70012029664788,experience,23,374,clothing,-9540,16.07104792412688,2001-07-02,61.839002839383895,1
grid,2012-03-26,1987-11-28,33.08903729395008,trip,-4,346,collection,25740,24.888823698522994,2007-04-21,22.690194095773023,0
power,1992-02-18,1991-08-07,7.533794709358745,vacation,20,144,clothing,5918,15.756640226328972,1991-09-03,55.81972851689357,1
power,1992-01-04,1986-01-25,8.321463791346032,tourism,-5,388,model,47522,34.73377574418111,2006-12-08,33.51953735634674,0
energy,1983-11-02,1983-06-24,6.500181298117889,explore,-7,432,model,-45472,39.96067228917566,2013-01-01,48.898417978498024,0
oil,2002-05-01,2017-12-28,38.82530086039667,ticket,27,139,runway,30147,39.825285960995764,1999-01-01,68.21994025276938,1
efficiency,2013-04-04,1983-02-04,7.749740721569249,ticket,2,257,industry,8372,21.273129707874293,2013-08-23,44.695264989048965,0
efficiency,1987-06-25,2011-02-07,32.54116921449397,adventure,18,430,accessory,-15953,19.937235231037533,2002-07-11,63.56028098951583,1
consumption,1984-06-26,2022-12-13,12.780769223919483,destination,13,406,garment,16825,21.278302234747635,1997-12-03,66.58460172539766,1
consumption,2003-06-28,1996-01-18,12.5911917096402,accommodation,7,421,couture,-21535,16.436666283163937,2019-11-18,40.03212001576349,1
resource,2018-06-11,2019-01-06,14.908781135131788,accommodation,0,419,model,47903,38.44370258341887,2019-10-01,23.078084534219645,0
power,2019-02-04,1986-11-28,4.465488995458097,ticket,3,35,trend,-21250,12.132426266224446,2003-09-01,67.8548758991428,1
gas,2008-06-28,2009-03-28,14.454553904880694,trip,-1,346,show,16156,9.956148659292053,1995-05-08,45.30846344477187,0
facility,2006-05-19,2015-01-16,27.18501336259674,tourist,-7,497,runway,-41202,46.650150704188455,1996-09-23,49.20946845891571,0
facility,1999-03-13,2007-07-23,48.06151398977521,ticket,7,-77,runway,-48158,42.31646058443008,2001-06-16,41.11466239278556,1
gas,2006-12-27,2014-09-27,35.799134972931,ticket,-8,-24,show,38713,33.82917352251321,2000-04-19,45.70507376596451,0
grid,1992-07-09,2011-04-15,42.19549030742922,destination,0,334,design,18987,30.708086389487455,2002-06-26,65.47956561988109,1
facility,2007-07-27,2021-04-21,36.09095340472032,explore,26,213,clothing,-37410,46.842007525317676,1993-05-10,58.576031009155784,1
renewable,2012-01-13,1987-11-20,2.1330731571561223,experience,4,387,model,25230,15.099953513536835,1987-05-06,7.801380506457004,0
coal,1998-12-04,2006-02-11,22.070701015958385,traveler,26,448,accessory,5554,43.783334991862695,1986-04-25,63.6646565081589,1
renewable,2011-01-08,1988-07-03,46.021245702853825,tourist,0,431,collection,-4512,48.61500658014424,1999-09-18,13.643737460398233,0
power,2013-01-24,1994-03-03,47.88277136586945,explore,13,30,clothing,-34005,26.154749478799793,2015-05-14,44.55873234802075,1
electricity,2002-10-15,1999-07-03,2.429502645813483,tourist,17,-59,clothing,-29047,18.734917819102943,2017-07-10,54.71910979357071,1
energy,1999-12-06,1997-11-18,40.397037672150375,tourist,14,96,industry,-25864,20.449171215583892,1994-02-09,45.76101277424806,1
solar,1989-09-25,2001-09-13,23.706610916370305,explore,28,136,brand,-19019,40.25106097013412,1992-04-15,61.74399032029409,1
wind,1985-09-19,2014-02-16,26.94191756822106,guide,12,175,runway,-44175,38.32805435740737,1999-07-21,33.421971507931715,0
renewable,2019-10-03,1997-05-23,24.032936662418372,destination,19,452,trend,29473,2.9612787430460465,2014-02-22,43.28524805981783,1
grid,2015-11-27,1988-01-26,41.35101442531499,guide,25,331,accessory,44368,44.71128773611825,2017-10-19,56.476589849560455,1
resource,2008-01-12,2015-08-22,37.49506832249975,tourist,11,372,show,-30685,5.385846527258111,2018-07-12,32.486140634804016,0
coal,2008-01-08,2003-11-02,5.3376035044237184,ticket,-8,395,runway,23124,37.574281715213296,2003-02-15,12.138814680831441,0
renewable,2003-05-19,2001-03-17,44.755783799988045,explore,13,-47,accessory,34035,9.595640586001267,2021-02-19,47.0377297884047,1
power,2020-02-14,2011-05-22,27.105443114078383,vacation,-7,291,week,-27515,35.63990541115379,1988-05-16,31.76441951757399,0
gas,2015-03-02,2019-01-11,32.22411554793659,booking,13,-7,trend,45548,2.098092466249289,1986-09-19,48.78638997380916,1
wind,1984-09-05,2023-05-19,5.3595235817996025,booking,28,448,fashion,43280,21.514058313026098,2019-03-18,68.26282713590977,1
solar,1988-10-18,2018-11-03,33.59454950185356,tourist,-6,50,collection,2876,43.031214575193424,1992-11-20,28.373304603660557,0
fuel,1984-05-19,1980-02-08,17.41994678915961,trip,-3,143,runway,1802,36.34578283993796,2021-11-26,27.2943887622352,0
electricity,2017-05-06,1996-03-23,36.72946140306588,package,-10,164,show,-17248,3.239449911443898,1998-01-17,5.073070609583761,0
efficiency,2010-06-14,2010-02-20,21.598285485718346,journey,7,362,collection,20168,36.09570590085273,2005-05-02,33.115709628066945,0
consumption,2011-04-05,2021-02-02,5.9130768341389395,tourism,12,31,brand,-21805,36.91609975945726,2019-06-19,63.98708698684268,1
production,2021-09-15,1988-10-03,5.923776732405789,journey,27,117,fashion,-45479,7.184901208096621,2014-06-11,46.774623705717715,1
energy,1994-12-20,2012-05-07,10.813112792564148,guide,20,49,apparel,41216,12.65807533946578,2018-02-24,69.8086200951769,1
industry,1993-02-23,2010-01-10,2.38060475988737,tourism,-1,211,industry,-24452,10.663765729349159,1990-11-06,27.079295446668944,0
consumption,2009-09-10,1981-07-05,1.9679639108565405,journey,3,15,runway,46098,6.006398558045086,2007-06-01,22.97398455471244,0
solar,1996-02-05,2011-09-21,22.101733919098635,booking,29,412,show,22915,8.081673014886693,2009-09-09,63.18992700562195,1
industry,1987-03-25,1984-08-26,27.327870650934752,journey,2,240,design,-38584,21.585345204068783,2015-08-07,8.879017945324424,0
facility,1984-09-13,1997-07-26,47.71426894155884,agency,-3,199,model,13894,34.77065312058612,2005-12-14,27.646590970498707,0
gas,1997-08-12,2004-11-27,39.416090895570555,tourist,4,185,runway,43257,38.10651904461292,2021-11-08,56.187457958733816,1
fuel,2015-12-15,2002-03-21,15.16005561247904,experience,12,281,industry,-34148,41.9018362877221,2022-04-21,64.40612347173422,1
electricity,1988-09-28,2021-07-26,40.72770812478586,vacation,20,477,accessory,-11030,40.750948394189486,2021-09-24,43.234572884000926,1
resource,2015-06-10,2007-01-23,4.771409808385609,ticket,16,467,couture,28906,26.395552763829986,1986-03-17,60.30845013050569,1
wind,1999-08-28,2014-11-02,1.2192729464435481,adventure,-4,291,industry,21849,44.80501622647524,2002-11-01,38.72662263799148,0
industry,2016-08-25,1997-02-16,49.11882152228298,traveler,-2,449,collection,-5807,13.386762310872466,2017-07-12,16.05728070299929,0
coal,2003-10-21,1998-06-20,11.417577916913126,tourism,25,99,apparel,-26680,47.40384622482514,1983-04-19,52.33267795869384,1
power,1998-12-18,1982-05-28,31.09903775175659,travel,-2,107,show,-35672,49.800837131587734,1984-01-24,31.415932539832383,0
gas,1986-03-28,2008-11-25,23.382723415883547,tourism,10,5,design,-49099,22.009428954162,2014-01-17,65.36780173894049,1
oil,1983-10-12,1995-01-13,34.664835235185,journey,8,-5,week,15041,36.507643756697234,1994-04-26,25.172300965644816,0
facility,2016-02-17,1997-04-24,8.501736847976733,holiday,15,-70,couture,46881,22.183202262290944,2013-08-16,47.22709012888789,1
resource,2019-09-21,2020-01-26,7.725272684754057,destination,7,169,design,-14837,9.999246436697375,1986-03-11,15.86888188897386,0
wind,2015-01-05,1981-03-27,46.94235846575027,destination,15,435,show,18092,7.883584709781735,2013-03-26,60.91863252294283,1
energy,1985-09-21,2018-03-03,9.249847122422887,travel,-4,152,runway,-42088,46.72854959773915,1999-06-01,33.40431938386387,0
power,2002-12-23,1980-10-12,19.513581841970797,booking,8,29,show,-20501,31.49459911495152,2020-10-03,41.07518607744072,0
oil,1986-04-03,2014-03-22,44.24480041550414,explore,-8,391,collection,5387,45.78048471013161,1994-06-04,39.10170835622986,0
generation,1995-10-18,2008-10-19,11.98862521823361,trip,7,-46,week,20872,4.894419730103005,2011-12-05,36.2691183519107,0
coal,1983-02-10,2022-02-23,19.333960659071998,guide,18,95,apparel,34193,14.500748803783736,2016-07-06,61.4414611564312,1
facility,2009-08-04,1982-02-23,46.884503791279904,trip,8,-43,brand,-3662,19.313327237397505,1995-01-10,65.38522329692155,1
renewable,2017-11-25,2019-09-23,21.882140349100204,tourist,17,493,couture,31036,17.51974522950913,2015-11-18,65.01848591107169,1
renewable,1997-03-06,2001-11-27,34.42622731423412,destination,20,139,runway,-40401,20.602913774365053,1998-10-20,69.08405727518607,1
power,2002-07-05,1986-11-14,31.92164979053242,agency,5,321,industry,-39535,39.601538767827755,1989-10-23,24.960103830600747,0
energy,1995-10-07,2017-09-08,6.603860258544884,booking,-4,-26,runway,47395,4.30315272071691,1998-07-10,7.6319900611139015,0
solar,1995-09-15,2010-01-26,4.819531167208422,booking,19,372,couture,-43967,5.043499388742925,2016-03-28,63.891090503552036,1
generation,1989-01-28,1983-03-13,23.432143693392163,booking,5,328,model,-21186,5.114111173573237,2022-05-13,20.30982817895835,0
solar,2009-10-15,1982-06-22,5.331285293156602,holiday,15,126,designer,45984,25.17857480479234,1987-03-02,60.49045690247546,1
power,1988-12-26,2006-12-02,8.813568988860599,explore,19,100,collection,319,35.21691755253763,2001-12-14,52.196311179703535,1
production,1981-08-04,2008-09-11,21.155504881324557,destination,16,237,accessory,-45481,28.950141483661888,1983-06-16,60.88214829534706,1
energy,1986-01-24,1995-07-04,44.37527326000522,industry,17,62,apparel,-30712,35.21342796610026,2020-12-19,51.94778383638113,1
industry,1999-09-07,1980-11-11,48.51914590764861,journey,7,7,brand,28270,8.659902110813137,1989-06-06,63.86247303882848,1
energy,2009-01-03,1997-07-14,12.519206579958617,guide,9,370,industry,3671,40.09545431393452,1986-04-09,64.85092265759688,1
energy,2006-07-05,1981-01-25,43.40617641486428,ticket,0,377,model,-1342,33.747414852147564,1988-10-27,31.820184784806017,0
gas,1982-04-02,2002-11-14,6.282251306547269,tourism,13,100,clothing,11357,37.56746031095576,1987-08-11,64.3025467134691,1
nuclear,2002-05-28,1989-09-06,32.15594830776432,accommodation,0,-64,designer,-27674,32.47176989859384,1986-09-10,48.64747057271464,1
renewable,2020-09-08,1983-01-16,1.7108310537989704,journey,6,317,industry,-40482,42.41237207605115,1987-10-13,12.663835522580781,0
nuclear,1986-12-10,2008-06-14,40.34839396872333,tourist,7,52,style,-22010,31.22177488775719,1990-02-01,64.5087176474863,1
renewable,1992-05-25,2020-05-23,20.54270005150753,explore,8,137,week,-24857,9.350740197162208,2016-04-11,32.446070723970365,0
production,2006-06-24,2012-08-21,17.60315326214892,accommodation,3,46,runway,-7451,40.40472935021792,2001-12-04,53.84247335032449,1
gas,1983-09-07,1986-05-25,21.84764537079061,destination,0,101,design,-20814,42.174199109236106,2017-01-16,2.9910946573282153,0
energy,1989-02-22,2006-05-07,46.192135073613386,guide,5,373,runway,32382,6.223241332126773,1990-09-19,2.5539088479201415,0
solar,2018-01-15,2000-04-21,35.70426100656781,travel,8,482,show,-1013,31.04951378877575,2005-06-09,21.52273830945687,0
coal,2002-10-21,2013-07-12,42.36707054772098,accommodation,-8,478,model,-24184,22.337870712311055,2011-11-09,28.766033349071392,0
facility,2005-05-12,2010-09-15,31.25612410585168,trip,15,-88,show,-38654,27.84393141763242,1988-07-13,62.26531946735999,1
generation,2002-03-08,1983-11-20,18.667565230459576,travel,9,336,model,38585,15.832683581099483,2006-06-27,32.83954674695206,0
resource,2001-05-11,1980-09-20,45.1730523404952,traveler,8,207,trend,9876,36.49686928774691,1996-02-16,52.607963154085326,1
resource,2015-10-23,2014-06-21,4.7624949287053875,experience,-4,191,design,49216,32.11837757703269,1987-04-14,38.4071890879483,0
generation,1987-04-15,2003-04-12,15.679735570565091,agency,0,269,show,5430,32.03018985598531,1999-06-15,41.848802920889945,0
electricity,2008-07-21,2007-08-28,14.673929629388107,agency,20,79,designer,3060,44.18591634490465,1999-07-01,60.27135693668609,1
efficiency,2017-09-08,1987-11-05,45.70137387128129,explore,8,-29,runway,40743,12.258251220339291,2019-08-08,65.1611533373721,1
electricity,2022-10-11,1991-04-16,28.706237494596493,vacation,4,473,garment,-22074,4.411747701613118,1992-04-27,69.05545989676146,1
efficiency,2012-08-13,1985-08-04,18.436591686253138,destination,4,492,week,31450,31.60501230805269,2002-08-28,20.77314864894755,0
resource,2021-04-22,2002-08-06,40.52126137276244,industry,12,264,brand,4389,26.802619100551464,2004-10-05,56.77395533277978,1
power,1982-12-08,2019-12-19,43.94132066799909,vacation,17,406,fashion,13763,46.716154214008704,2020-12-12,47.457308087407746,1
